text,text_length,original_index,paragraph_index,original_text_length,paragraph_length,source_type
工业用电量590.32亿千瓦时，同比增长8.08%，增速较1-8月份下降0.89个百分点。陕西电网统调机组平均利用小时数2855小时，其中火电机组平均利用小时为3094小时，分别较去年同期下降145小时、48小时。截止9月底，陕西电网累计向华中华东电网输送电量20.1亿千瓦时，同比下降24.83%。9月份，陕西电网统调最大用电负荷达1547万千瓦，同比增长8.08%，环比下降25.03%;最大日用电量3.25亿千瓦时，同比增长9.64%，环比下降24.60%。(一)全省发电及用电情况。,4150,159,8,4150,245,split_paragraph
9月份，全省完成发电量105.57亿千瓦时，同比增长29.76%，环比下降13.72%。全省全社会用电量104.79亿千瓦时，同比增长11.20%，环比下降18.63%。(二)三次产业及居民用电情况。,4150,159,9,4150,100,split_paragraph
第一产业用电量4.29亿千瓦时，同比下降6.89%，环比下降6.77%;第二产业用电量56.03亿千瓦时，同比增长0.01%，环比下降29.75%;第三产业用电量21.64千瓦时，同比增长23.82%，环比下降1.76%;城乡居民生活用电量22.82亿千瓦时，同比增长41.57%，环比增长1.99%。(三)工业用电量同比有所下降。9月份，全省工业用电量53.75亿千瓦时，同比下降0.06%。(四)积极争取电力外送。9月份，陕西电网向华中华东电网输送电量7900万千瓦时。,4150,159,10,4150,237,split_paragraph
其中，通过宁东—山东±660千伏直流向山东电网输送电量5000万千瓦时。通过省际间联络线向青海电网输送电量3.38亿千瓦时。消纳四川水电0.4亿千瓦时，同比下降96.72%。四、原油生产、加工、销售及天然气生产情况1-9月份，延长石油受成品油销售影响，集团下调全年原油产量任务115万吨;长庆石化5-6月停工检修，导致原油加工量同比下降;中石油采取逐步降低原油产量的方式减少上游企业亏损，减少了油田开采投资;石油企业原油和成品油库存高位运行等因素，全省石油行业各项指标呈下降态势。,4150,159,11,4150,240,split_paragraph
延长石油集团公司累计生产原油837.8万吨，同比下降9.35%，降幅较1-8月收窄0.02个百分点。全省原油加工量累计1302.32万吨，同比下降9.36%，降幅较1-8月收窄0.63个百分点。汽油产量累计456.57万吨，同比下降12.1%，降幅较1-8月收窄0.61个百分点。柴油产量累计535.01万吨，同比下降12.97%，降幅较1-8月收窄0.49个百分点。天然气(在陕)产量累计139.35亿立方米，同比增长4.81%。增速较1-8月收窄1.7个百分点。,4150,159,12,4150,233,split_paragraph
中石油、中石化陕西分公司向陕西市场累计销售成品油455.93万吨，同比下降7.28%。延长石油集团公司销售成品油767.7万吨，同比下降12.06%，降幅较1-8月扩大2.49个百分点。9月份，延长石油集团公司生产原油87万吨，环比下降7.46%，同比下降15.84%。全省原油加工量136.23万吨，环比下降10.74%，同比下降19.39%。汽油产量45.25万吨，环比下降17.03%，同比下降20.36%。柴油产量58.27万吨，环比下降8.29%，同比下降19.41%。,4150,159,13,4150,240,split_paragraph
天然气(在陕)产量13.88亿立方米，环比下降4.01%，同比下降8.56%。中石油、中石化陕西分公司向陕西市场销售成品油45.54万吨，环比下降14.72%，同比下降22.05%。延长石油集团公司销售成品油71.6万吨，环比下降17.13%，同比下降30.49%。截止9月底，中石油、中石化陕西分公司及延长石油集团公司成品油库存35.5万吨，较上月底下降15.21%。延长集团原油库存66.08万吨，较上月底增长17.14%。,4150,159,14,4150,214,split_paragraph
五、全省交通运输情况2016年1-9月份，全省运输系统共发送旅客55693.9万人，同比增长1.1%：其中铁路6474.5万人、民航2899.4万人、公路46002万人、水运318万人，分别占总发送量的11.4%、5%、82.9%、0.5%。全省货运总量完成92665.6万吨，同比增长4.6%：其中铁路9053.9万吨、民航16.7万吨、公路83449万吨、水运146万吨，分别占总货运量的9.8%、0.01%、89.9%、0.02%。,4150,159,15,4150,219,split_paragraph
铁路：1-9月份，全省铁路累计发送旅客6474.5万人，同比增长1.3%，货物运输累计完成9053.9万吨，同比下降1.8%，煤炭运输累计完成6230.9万吨，同比下降4.9% 。9月份，发送旅客709.1万人，同比增长5.2%;煤炭运输724.7万吨，同比下降6.5%。民航：1-8月份，省机场集团旅客吞吐量累计完成2899.4万人次，同比增长10.75%，货邮吞吐量累计完成16.7万吨，同比增长8.47%。,4150,159,16,4150,206,split_paragraph
9月份，咸阳机场发送旅客344.6万人次，同比增长10.75%;货邮吞吐量完成2.2万吨，同比下降2%。公路：1-9月份，全省营业性公路运输累计完成旅客发送量46002万人，同比增长0.04%，周转量累计2187210万人公里，同比增加0.22%;货物量累计完成83449万吨，同比增长4.95%，周转量累计14057394万吨公里，同比增长5.13%。9月份，旅客发送4658万人，同比下降1.58%，货物发送9124万吨，同比增长5.49%。,4150,159,17,4150,223,split_paragraph
水路：1-9月份，全社会水路累计完成客运量318万人，同比增长9.66%，旅客周转量累计5119万人公里，同比增长7.2%;货运量累计146万吨，较去年增长4.29%，货物周转量累计5319万吨公里，同比下降1.17%。9月份，发送旅客38万人，同比增长22.58%，货物运送10万吨，同比增长11.11%。,4150,159,18,4150,154,split_paragraph
就是环境差点，去之前居然没有一个人告诉我，它是在商场的快餐城里，没有封闭的单独的空间。真是喧闹啊。人们走来走去，大声叫喊，旁边小食摊的吆喝……牛肉羊肉都是切的丁儿，所以不能涮，有点遗憾。丸子里淀粉太多了。我们中午11点去的，居然连啤酒都没了…,146,160,0,146,121,split_paragraph
来此吃得那叫一个HIGH。虽然环境很一般，但味道还是相当不错的，小料和糖蒜也是无限量的，非常好味道。,100,162,0,100,50,split_paragraph
在美剧里好像什么甲烷丙烷和一些生物上的名称大家好像都朗朗上口，或者时不时蹦出一些在他们看来都是常识的很多理科方面的词汇，在他们看来这些化学物质好像都是很直观的东西，而国内人都只会觉得时很抽象的化学物质吧 --------------------------------------------------------------------------------------------------------------------------除了对理科方面的，其他生活的哲学的概念也希望各位能够科普下吧他们有好多各个领域的概念都比我们义务教育阶段的要超前啊但是在他们眼里就是常识一样还有例如一些什么症 什么症的说出来不用解释大家好像都懂的样子没人提数字怎么念？,606,166,0,606,333,split_paragraph
0-99就不用说了，跟课本上一样。超过两位数的，日常用语是分割成若干个两位数来念，3251是thirty two fifty-one，如果念成three thousand and and two hundred and fifty one给人就是中文的叁仟貳佰伍拾壹的感觉。在美国，见到以下数字请念作： 一般数字，价格： 450 four fifty 451 four fifty-one 6.99 six ninety-nine 常见于超市餐厅商家等一切标价。,606,166,1,606,231,split_paragraph
在设计师字体爱好者的字体库里，什么是有高级感的字体？都有哪些高级感的中文和英文字体？（有日文的话最好啦）业余日常ppt海报使用谢谢！,237,171,0,237,66,split_paragraph
Inno Setup设计了一套脚本语言，使用者利用该脚本语言设计安装流程，然后经过Inno Setup的编译，即可产生安装程式。由于Inno Setup免费、简单易学且功能强大，自1997年问世后便迅速成为广受欢迎的安装程式制作软体，与性质相似的NSIS共同占据了高比例的使用者市场。,259,179,0,259,142,split_paragraph
当地时间下午1时许，习近平乘坐的专机抵达果阿海军机场。印度政府高级官员在舷梯旁迎接。王沪宁、栗战书、杨洁篪、周小川等陪同人员同机抵达。中国驻印度大使罗照辉也到机场迎接。今年是金砖国家合作机制成立10周年。本次会晤的主题是“打造有效、包容、共同的解决方案”。会晤期间，金砖国家领导人将就金砖国家合作及其他共同关心的国际和地区问题深入交换看法，共商金砖国家合作发展大计。习近平是在结束对孟加拉国国事访问后抵达果阿的。当地时间15日上午，习近平离开孟加拉国首都达卡。,377,181,0,377,230,split_paragraph
V10发动机和 V8V12相比有什么劣势？印象中，装配V10发动机的车型就不多。而且德系车居多，老款BMW M6和M5，奥迪老款S8，R8还有盖拉多。美系车印象中只有道奇蝰蛇SRT是8.4 V10发动机日系车完全不记得有过V10机头。,446,185,0,446,117,split_paragraph
如今，越来越多的V10发动机被V8取代M5 M6 S8的V10发动机都被V8T取代唯独还剩HURACAN坚持着V10一直不明白为何不是从V12开始淘汰，而是从V10开始另外还有一个小疑问，G55和G65一个V8，一个V12，动力上没多大差距，其他配置一样，为何价格相差150万，这个定价依据怎么来的？主要原因：产品定位。12缸的存在可以作为一种图腾和象征，作为金字塔的塔顶，不会消失。而10缸不行，它没有这个地位，尤其是在性能参数上很容易被8缸超越，法规又越发严格的年代里了，10缸要继续下去很困难。,446,185,1,446,250,split_paragraph
中国和拉脱维亚在现代的两国建交前已有贸易和文化上的接触，中华人民共和国和拉脱维亚共和国则在1991年9月12日建立外交关系。在第二次世界大战时，有拉脱维亚人到中国参与抗日战争。拉脱维亚曾是苏联的领土；1991年8月22日，宣布拉脱维亚恢复独立。在承认包括拉脱维亚在内的波罗的海三国独立后，中华人民共和国也在同年9月7日承认这些国家独立，并派遣时任外交部副部长的田曾佩访问这三国。翌日，中华人民共和国派代表到波罗的海三国，与这些国家谈判建交。,1718,187,0,1718,220,split_paragraph
代表人员先到中国驻列宁格勒（现称圣彼得堡）总领事馆，从总领事馆借来两辆汽车，先到爱沙尼亚，然后到拉脱维亚和立陶宛；当时，波罗的海三国独立了不久，所以很愿意得到外国的承认，与中华人民共和国建交的过程大致顺利。波罗的海三国都不同意用俄语写建交公报，但这些国家当时没有人懂读写中文，中华人民共和国也没人懂得它们的语言；中华人民共和国早已料到这一点，所以特地从驻英国大使馆调来一名秘书，把以中文草拟的建交公报翻译为英语。1991年9月12日，中华人民共和国与拉脱维亚建立外交关系。,1718,187,1,1718,236,split_paragraph
